EmployeeID,TotalWorkingHours,Billable_Hours,Hours_off_Duty,Touring_Hours,NoOfProjects,ActualTimeSpent
emp-9,58,32,0,32,1,175
emp-11,176,168,0,0,1,63
emp-11,172,130,18,0,1,91
emp-11,212,194,16,0,2,112
emp-11,166,154,8,0,1,35
emp-11,164,156,0,0,2,56
emp-11,200,184,0,0,1,35
emp-11,160,160,0,0,1,63
emp-11,160,136,8,0,1,91
emp-11,206,64,32,0,1,112
emp-11,160,0,24,0,0,0
emp-11,122,106,16,0,2,28
emp-11,163,155,8,0,1,56
emp-11,160,144,16,0,1,84
emp-11,213,168,45,0,1,119
emp-11,160,120,40,0,2,133
emp-11,167,79,40,0,1,35
emp-11,152,104,0,32,2,49
emp-11,204,176,0,176,1,35
emp-11,165,152,8,152,1,21
emp-11,221,194,16,194,1,56
emp-11,175,175,0,175,1,84
emp-11,196,105,40,0,1,14
emp-11,81,65,8,0,1,28
emp-13,223,217,0,217,1,42
emp-13,206,159,16,159,1,70
emp-13,161,41,120,41,1,77
emp-13,160,0,0,0,0,0
emp-13,210,167,8,167,1,14
emp-13,237,225,8,225,1,49
emp-13,168,131,0,131,1,77
emp-13,191,128,16,128,1,105
emp-13,213,174,8,174,1,140
emp-13,193,161,16,161,2,147
emp-13,202,151,40,151,1,42
emp-13,172,146,8,146,1,77
emp-13,192,151,0,151,1,105
emp-13,210,75,126,75,1,119
emp-13,160,0,48,0,0,0
emp-13,160,0,8,0,0,0
emp-13,153,80,0,80,1,7
emp-13,190,124,0,124,1,42
emp-13,166,160,0,160,1,70
emp-13,253,183,16,183,1,98
emp-13,161,105,0,105,2,14
emp-13,182,134,16,134,1,42
emp-13,77,0,0,0,0,0
emp-17,160,112,0,112,1,77
emp-17,152,104,24,104,2,98
emp-17,128,64,48,64,1,21
emp-17,100,56,8,56,1,63
emp-17,106,28,0,28,1,91
emp-17,164,60,8,60,2,126
emp-17,140,32,40,32,2,154
emp-17,128,52,8,52,3,182
emp-17,172,12,20,12,2,210
emp-17,118,8,48,8,2,231
emp-17,149,0,32,0,0,0
emp-17,108,4,8,4,2,287
emp-17,124,0,4,0,0,0
emp-17,144,0,40,0,0,0
emp-17,128,0,40,0,0,0
emp-17,112,0,24,0,0,0
emp-17,92,0,12,0,0,0
emp-17,120,0,24,0,0,0
emp-17,96,4,16,4,1,0
emp-17,142,8,16,8,1,21
emp-17,142,4,0,4,1,56
emp-17,144,4,20,4,1,77
emp-17,72,8,40,8,1,105
emp-18,168,0,0,0,0,0
emp-18,159,64,36,7,3,84
emp-18,307,243,48,0,2,21
emp-18,162,18,8,0,1,28
emp-18,129,80,0,80,2,189
emp-18,216,165,0,15,2,42
emp-18,118,102,0,5,4,126
emp-18,194,145,8,16,2,91
emp-18,211,176,8,14,4,231
emp-18,217,166,16,0,3,56
emp-18,255,177,8,0,2,70
emp-18,181,54,48,0,1,77
emp-18,189,28,7,0,2,91
emp-18,237,99,48,0,1,28
emp-18,200,88,44,0,1,49
emp-18,172,29,64,0,1,7
emp-18,162,60,56,0,1,35
emp-18,247,82,0,0,1,70
emp-18,199,72,0,0,2,91
emp-18,204,71,24,0,1,35
emp-18,102,4,0,0,1,42
emp-18,140,41,16,41,1,0
emp-18,63,53,0,53,2,14
emp-19,97,12,45,12,1,49
emp-19,98,0,40,0,0,0
emp-19,97,0,16,0,0,0
emp-19,184.5,132,8,0,1,21
emp-19,239.5,216.5,0,0,1,56
emp-19,176,142,20,0,1,84
emp-19,197,168,13,0,2,91
emp-19,189,171,0,0,1,49
emp-19,160,111,18,0,1,77
emp-19,199,154,24,0,1,112
emp-19,129,96,28,0,1,140
emp-19,173.5,133,13,0,1,168
emp-19,217,104,96,0,1,203
emp-19,188.5,118,48,0,1,231
emp-19,194,156,8,0,2,238
emp-19,203,170,0,0,1,42
emp-19,239,211,0,0,1,77
emp-19,185,160,0,0,1,105
emp-19,247,152,48,0,1,133
emp-19,167,127,0,0,1,168
emp-19,140.5,111.5,24,0,2,196
emp-19,88,88,0,0,2,210
emp-20,203,190,0,190,2,77
emp-20,190,164,16,164,5,105
emp-20,239,207,32,198,5,140
emp-20,176,136,8,134,3,168
emp-20,188,104,0,104,1,14
emp-20,220,122,0,98,3,28
emp-20,131,32.5,0,7,5,63
emp-20,210,160,0,0,3,21
emp-20,245,164,32,144,3,119
emp-20,206,161,16,161,1,49
emp-20,285,203,8,203,2,70
emp-20,209,151,16,151,2,105
emp-20,210,160,0,160,1,77
emp-20,210,54,146,54,1,112
emp-20,204,136,24,136,1,140
emp-20,190,152,8,152,1,168
emp-20,204,160,0,160,1,196
emp-20,261,205,0,205,1,231
emp-20,199,146,0,50,3,252
emp-20,173,136,24,0,1,35
emp-20,166,152,0,0,1,63
emp-20,155,112,32,0,1,91
emp-20,90,80,0,0,1,105
emp-21,193,156,8,0,1,63
emp-21,192,155,18,0,1,91
emp-21,228,197,16,0,1,126
emp-21,171,104,32,0,1,21
emp-21,197,155,0,0,2,42
emp-21,246,176,0,0,1,35
emp-21,206,144,0,0,1,63
emp-21,217,136,24,0,1,91
emp-21,205,145,8,0,1,119
emp-21,186,76,56,0,1,14
emp-21,246,192,8,0,1,49
emp-21,217,152,8,0,1,77
emp-21,211,160,0,0,1,105
emp-21,208,104,96,0,1,140
emp-21,230,152,8,0,1,168
emp-21,211,152,8,0,1,196
emp-21,189,153,0,0,1,224
emp-21,239,188,8,0,1,259
emp-21,206,168,0,0,1,287
emp-21,227,88,16,60,2,294
emp-21,160,111,16,111,2,28
emp-21,163,131,16,107,2,42
emp-21,86,78,0,62,3,56
emp-22,204,182,0,182,1,77
emp-22,212,175,16,175,2,98
emp-22,219,88,80,88,1,21
emp-22,194,169,8,169,1,63
emp-22,187,173,8,173,1,91
emp-22,241,226,0,226,1,126
emp-22,204,153,16,153,1,154
emp-22,188,165,16,165,2,182
emp-22,254,169,48,169,2,210
emp-22,180,162,16,162,2,245
emp-22,262,153,44,153,2,280
emp-22,204,179,0,179,1,147
emp-22,176,72,48,72,1,161
emp-22,226,126,56,0,1,21
emp-22,181,140,40,0,1,42
emp-22,193,172,16,0,2,63
emp-22,183,161,8,0,1,35
emp-22,239,220,0,0,1,70
emp-22,201,175,0,0,1,98
emp-22,189,173,16,0,1,133
emp-22,130,129,0,0,2,420
emp-22,183,152,24,0,1,189
emp-22,88,72,16,0,1,203
emp-23,214.5,176,8,176,1,77
emp-23,204,136,40,136,1,98
emp-23,255,139,80,139,1,14
emp-23,156.5,9,8,9,1,154
emp-23,222,159.5,0,0,1,21
emp-23,291,249,8,0,1,56
emp-23,211.5,172.5,20,0,1,84
emp-23,227,196,8,0,2,112
emp-23,267,219,12,0,1,49
emp-23,202.5,170,24,0,1,77
emp-23,253,218,16,0,1,112
emp-23,186.5,159.5,8,0,1,140
emp-23,169.5,132,8,0,1,168
emp-23,207,94,97,0,1,203
emp-23,189.5,133.5,16,0,1,231
emp-23,175,119,32,0,2,245
emp-23,185.5,166,0,0,1,42
emp-23,227.5,182,0,0,1,77
emp-23,185.5,155,8,0,1,105
emp-23,269.5,190.5,32,0,1,140
emp-23,181.5,126,40,0,1,168
emp-23,176.5,138,16,0,1,196
emp-23,90.5,84,0,0,1,210
emp-25,163,160,0,160,1,77
emp-25,160,124,36,124,1,105
emp-25,200,72,128,72,1,119
emp-25,165,136,16,136,2,161
emp-25,176,152,0,152,1,49
emp-25,232,160,0,160,1,84
emp-25,170,144,16,144,1,112
emp-25,179,140,8,140,1,140
emp-25,225,176,8,176,3,147
emp-25,173,119,48,119,2,49
emp-25,213,185,16,185,2,84
emp-25,164,152,8,152,2,112
emp-25,180,140,40,140,2,126
emp-25,227,207,20,207,2,161
emp-25,179,145,24,145,2,189
emp-25,160,148,12,148,2,203
emp-25,180,160,0,160,1,42
emp-25,224,188,4,188,1,77
emp-25,160,136,16,136,1,105
emp-25,186,0,56,0,0,0
emp-25,160,0,0,0,0,0
emp-25,160,72,24,72,1,7
emp-25,92,80,8,80,1,21
emp-26,197,166,8,0,4,77
emp-26,192,143,16,0,3,105
emp-26,240,169,48,0,3,133
emp-26,185,127,8,0,4,161
emp-26,181,150,0,0,3,182
emp-26,231,192,0,152,2,49
emp-26,180,160,0,160,1,49
emp-26,172,98,48,98,1,77
emp-26,229,192,8,192,1,112
emp-26,169,96,24,96,1,14
emp-26,228,190,8,190,1,49
emp-26,191,146,8,146,1,77
emp-26,177,156,0,156,1,105
emp-26,216,177,24,177,1,140
emp-26,165.5,150,8,150,1,168
emp-26,170,151,8,151,1,196
emp-26,170,156,0,156,1,224
emp-26,170.5,156,0,156,1,259
emp-26,209.5,172,0,172,1,287
emp-26,173,66,24,66,2,294
emp-26,152,25,0,15,2,28
emp-26,170,98,16,93,2,35
emp-26,84,84,0,80,2,42
emp-27,256.5,207,0,207,1,77
emp-27,214.5,207.5,0,207.5,2,98
emp-27,291.5,209.5,80,209.5,1,21
emp-27,201.5,137,8,137,1,56
emp-27,219.5,181,4,181,1,91
emp-27,318,264.5,0,264.5,1,126
emp-27,205.5,171.5,0,171.5,1,154
emp-27,243,213,8,213,2,182
emp-27,226.5,161.5,33,161.5,2,217
emp-27,217,182,0,182,2,245
emp-27,261.5,212,8,212,2,280
emp-27,218,134.5,28,0,1,21
emp-27,230.5,160,0,0,1,49
emp-27,241.5,185.5,34,0,1,84
emp-27,232,140,40,0,1,105
emp-27,239.5,172.5,16,0,2,126
emp-27,273,234.5,0,0,1,42
emp-27,280.5,204.5,40,0,1,77
emp-27,278.5,219.5,0,0,1,105
emp-27,272.5,192,64,0,1,133
emp-27,180,114,40,0,1,168
emp-27,197,167,16,0,1,196
emp-27,90,90,0,0,1,210
emp-28,224,173,8,173,1,77
emp-28,205,133,16,133,2,98
emp-28,177,95,48,95,1,35
emp-28,207,166,0,166,1,63
emp-28,212.5,185,0,185,1,91
emp-28,266,205,24,205,1,126
emp-28,221.5,182,0,182,1,154
emp-28,230.5,164,8,164,2,182
emp-28,276,176,40,176,2,217
emp-28,221,135,40,135,2,245
emp-28,231,149,8,149,3,252
emp-28,187,150,8,150,1,42
emp-28,179.5,160,0,160,1,70
emp-28,207.5,130,70,130,1,98
emp-28,167,144,16,144,1,133
emp-28,167,137.5,8,137.5,2,140
emp-28,193.5,183,0,183,1,42
emp-28,220,212,0,212,1,77
emp-28,177.5,154,0,154,1,105
emp-28,242,169,48,169,1,133
emp-28,176.5,166,0,166,1,168
emp-28,163,123,40,123,1,196
emp-28,83,83,0,83,1,210
emp-30,232.5,168,0,168,1,77
emp-30,227.5,145,0,145,2,98
emp-30,256,123,96,123,2,133
emp-30,238.5,171,8,171,2,154
emp-30,228.5,180,0,180,1,91
emp-30,283,208,20,208,1,126
emp-30,249,187.5,0,187.5,1,154
emp-30,248,179.5,6,179.5,2,182
emp-30,300,240.5,0,240.5,2,217
emp-30,207,66,24,66,2,231
emp-30,270,171,33,171,1,28
emp-30,230.5,138.5,8,138.5,2,56
emp-30,227.5,180,0,180,2,63
emp-30,248,161,31,161,1,63
emp-30,233,150,40,150,2,140
emp-30,235.5,175,8,175,2,175
emp-30,216.5,176,0,176,4,182
emp-30,271,196,0,196,1,49
emp-30,196.5,104,40,104,1,70
emp-30,237,108,60,108,1,105
emp-30,169.5,105,0,105,1,140
emp-30,105.5,61,16,61,1,154
emp-30,40,0,0,0,0,0
emp-33,160,160,0,0,1,21
emp-33,160,160,0,0,1,49
emp-33,200,176,16,0,1,84
emp-33,168,120,8,0,1,112
emp-33,160,160,0,0,1,140
emp-33,200,176,16,0,1,175
emp-33,166,157,0,0,1,203
emp-33,169,161,8,0,2,210
emp-33,203,195,8,0,1,49
emp-33,160,112,48,0,1,77
emp-33,202,102,64,0,1,98
emp-33,162.5,82,40,0,1,7
emp-33,160,152,8,0,1,35
emp-33,200,144,16,0,1,70
emp-33,168,144,24,0,1,98
emp-33,161,153,8,0,1,126
emp-33,160,160,0,0,1,154
emp-33,221,221,0,0,2,189
emp-33,161,152,0,0,1,217
emp-33,200,184,16,0,1,252
emp-33,164,152,0,0,1,280
emp-33,160,96,56,0,1,301
emp-33,80,0,72,0,0,0
emp-36,223,180,0,180,1,77
emp-36,194,140,16,140,2,98
emp-36,237,157,72,157,1,28
emp-36,174,36,8,36,1,42
emp-36,215,205,0,0,1,21
emp-36,258,246,0,0,1,56
emp-36,215,182,8,0,1,84
emp-36,194,160,16,0,2,98
emp-36,236,202,16,0,1,49
emp-36,175,159,16,0,1,77
emp-36,218,202,8,0,1,112
emp-36,168,80,88,0,1,126
emp-36,191,169,0,0,1,168
emp-36,212,183,20,0,1,203
emp-36,174,134,40,0,1,224
emp-36,176,152,16,0,2,238
emp-36,185,185,0,0,1,42
emp-36,232,215,0,0,1,77
emp-36,188,160,0,0,1,105
emp-36,221,189,24,0,1,140
emp-36,180,176,0,0,1,168
emp-36,197,156,16,0,1,196
emp-36,86,86,0,0,1,210
emp-38,175.5,160,0,0,1,77
emp-38,181,149,16,0,1,105
emp-38,210.5,152,48,0,1,133
emp-38,167,144,8,0,1,168
emp-38,183,96,0,0,1,189
emp-38,219.5,0,80,0,0,0
emp-38,217,0,0,0,0,0
emp-38,182,88,8,88,1,14
emp-38,215,196,8,196,1,49
emp-38,161.5,136,24,136,1,77
emp-38,217.5,80,8,80,1,91
emp-38,198,90,8,0,1,7
emp-38,247.5,197,0,0,1,35
emp-38,283,203.5,16,0,1,70
emp-38,186,44,80,0,1,84
emp-38,222,167,16,0,2,126
emp-38,236,180,0,0,3,147
emp-38,231,88,0,0,2,161
emp-38,164.5,0,24,0,0,0
emp-38,209,0,32,0,0,0
emp-38,177,0,0,0,0,0
emp-38,181,0,16,0,0,0
emp-38,94,0,0,0,0,0
emp-40,100,58,0,58,3,70
emp-40,133,82,16,82,5,98
emp-40,138,31,64,31,2,35
emp-40,121,46,8,46,4,77
emp-40,127,82,0,82,7,105
emp-40,188,118,3,118,4,70
emp-40,140,85,0,85,4,98
emp-40,179,59,8,59,4,126
emp-40,168,68,48,68,2,161
emp-40,130,43,40,43,3,189
emp-40,167,50,8,50,3,224
emp-40,145,64,8,64,5,308
emp-40,129,33,0,33,3,168
emp-40,148,39,26,39,2,203
emp-40,132,19,52,19,2,224
emp-40,114,24,27,24,3,252
emp-40,97,33,0,33,2,42
emp-40,120,34,24,34,3,77
emp-40,52,20,4,19,4,105
emp-40,129,44,16,44,4,140
emp-40,128,31,0,31,3,168
emp-40,131,32,24,31,4,196
emp-40,66,8,8,8,2,210
emp-41,349,268,0,268,1,77
emp-41,264,218,16,218,2,98
emp-41,255,135,120,135,1,14
emp-41,237,216,8,216,1,63
emp-41,313,248,0,248,1,91
emp-41,404,331,0,331,1,126
emp-41,279,248,0,248,1,154
emp-41,269,254,8,254,2,182
emp-41,157,157,0,157,2,217
emp-41,204,174,16,174,2,245
emp-41,283,184,0,50,3,252
emp-41,223,182,0,0,1,42
emp-41,193,132,40,0,1,70
emp-41,211,179,32,0,1,105
emp-41,162,154,8,0,1,133
emp-41,160,24,136,0,1,161
emp-41,160,0,0,0,0,0
emp-41,242,202,0,0,1,21
emp-41,170,50,0,0,1,28
emp-41,200,0,0,0,0,0
emp-41,166,0,0,0,0,0
emp-41,198,55,16,0,1,0
emp-41,123,123,0,0,1,14
emp-42,173,119,40,119,1,77
emp-42,183.5,128.5,16,128.5,1,105
emp-42,203,118,80,118,1,126
emp-42,168,106,0,106,1,14
emp-42,162,154,8,0,1,21
emp-42,192,184,0,0,1,56
emp-42,160,61,8,61,1,7
emp-42,173,173,0,173,1,35
emp-42,222.5,201.5,16,201.5,1,70
emp-42,163,43,118.5,43,1,84
emp-42,224,216,0,216,1,133
emp-42,177,160,16,160,1,161
emp-42,205.5,196.5,0,196.5,1,189
emp-42,217,200,16,200,1,224
emp-42,172,128,40,128,2,245
emp-42,176,136,24,136,2,266
emp-42,198,161,7.5,161,1,49
emp-42,255,244,0,244,1,84
emp-42,182.5,156,0,156,1,112
emp-42,256,240,16,240,2,133
emp-42,179.5,130.5,40,130.5,1,49
emp-42,190,156,16,156,1,77
emp-42,83,82,0,82,1,91
emp-46,192,159,32,12,3,70
emp-46,187,156,16,6,2,63
emp-46,218.5,162.5,40,0,1,56
emp-46,171.5,156,8,0,1,91
emp-46,196,152.5,8,0,1,119
emp-46,225,198,0,0,1,154
emp-46,171.5,132.5,34,0,1,182
emp-46,227,34,8,34,1,252
emp-46,277,101,16,101,2,259
emp-46,228,181,12,181,2,308
emp-46,323,238,0,238,2,322
emp-46,127,109,0,109,1,84
emp-46,241,218,8,218,2,427
emp-46,160,24,64,24,1,0
emp-46,165,109,24,109,3,21
emp-46,251,233,0,233,3,525
emp-46,271,231,40,231,2,553
emp-46,194,110,0,110,2,574
emp-46,200,0,44,0,0,0
emp-46,80,0,0,0,0,0
emp-46,160,104,16,0,1,14
emp-46,80,76,0,0,1,28
emp-49,162.5,147,0,0,1,70
emp-49,188,153,16,0,1,98
emp-49,200,168,32,0,1,133
emp-49,194.7999999523,170,8,0,1,161
emp-49,161.5,140,0,32,2,189
emp-49,232,222,0,175,2,224
emp-49,160,160,0,160,1,63
emp-49,163,147,16,145,2,259
emp-49,200,192,8,192,1,126
emp-49,164,148,16,147,2,343
emp-49,200.5,192.5,8,192,2,350
emp-49,163.5,161.5,0,160,3,399
emp-49,160,80,80,80,1,231
emp-49,200,144,56,144,2,273
emp-49,160,144,16,144,1,42
emp-49,170,150,0,150,2,329
emp-49,172,152,0,152,1,21
emp-49,207.5,200,0,200,1,56
emp-49,162.5,144,0,144,1,84
emp-49,200,169,31,169,1,119
emp-49,160,152,0,152,1,147
emp-49,160,144,16,144,2,175
emp-49,80,80,0,80,1,189
emp-50,235.3999999762,228,0,228,2,70
emp-50,209.5,182,6,182,1,28
emp-50,201,49,144,49,1,42
emp-50,160,96,40,96,1,14
emp-50,182,182,0,172,2,42
emp-50,257.5,225.5,0,219.5,2,77
emp-50,204,171.5,8,171,2,105
emp-50,199,159,8,159,1,133
emp-50,233,221,8,221,1,168
emp-50,211,174,16,174,1,196
emp-50,240,168,16,168,1,224
emp-50,175.5,128,8,128,1,21
emp-50,188,175,0,175,1,49
emp-50,264,222,28,158,2,77
emp-50,176,163,8,0,1,35
emp-50,166,53,112,0,1,63
emp-50,166,100,48,0,2,77
emp-50,199.5,84,32,0,2,35
emp-50,192,192,0,0,2,35
emp-50,295.5,279.5,16,0,2,70
emp-50,210,201,0,0,2,98
emp-50,183,144,16,0,2,105
emp-50,104,80,0,0,1,42
emp-51,171,135,0,135,2,28
emp-51,118,94,16,90,3,21
emp-51,227.5,132.5,88,132.5,1,42
emp-51,203,187,8,187,1,84
emp-51,222,216.5,0,216.5,1,112
emp-51,270,270,0,270,1,147
emp-51,199.5,167.5,0,0,1,21
emp-51,167,143,8,0,1,49
emp-51,215,207,8,0,2,56
emp-51,188,188,0,0,1,49
emp-51,216,96,112,0,1,63
emp-51,140,0,8,0,0,0
emp-51,160,0,0,0,0,0
emp-51,208,152,48,0,1,21
emp-51,193,157,8,0,1,49
emp-51,165.1000000015,8.1000000015,8,0,1,7
emp-51,160,0,0,0,0,0
emp-51,200,0,0,0,0,0
emp-51,193,118,0,0,1,14
emp-51,266,250,16,0,1,49
emp-51,187,107,0,0,2,56
emp-51,93,12,16,0,1,7
emp-52,168,57.5,8,0,3,63
emp-52,210.5,179,16,0,2,35
emp-52,245,198,8,0,1,63
emp-52,230,178,8,0,1,98
emp-52,196,177,8,0,1,126
emp-52,265,231,0,0,1,161
emp-52,240.5,194,0,0,1,189
emp-52,196,90,32,0,1,217
emp-52,233,118,8,0,3,252
emp-52,208,167,24,0,3,280
emp-52,263,195,20,0,4,287
emp-52,178,156,8,0,1,35
emp-52,198,157,16,0,2,63
emp-52,242,178,40,0,2,91
emp-52,198.5,124,40,0,1,63
emp-52,218.5,163,16,0,1,98
emp-52,208,160,0,0,1,126
emp-52,277.5,214,16,0,1,161
emp-52,214,140,24,0,1,21
emp-52,261,174,16,0,1,49
emp-52,165.5,0,0,0,0,0
emp-52,130,45,16,45,1,0
emp-52,76,76,0,76,1,14
emp-53,223,218,0,0,1,77
emp-53,191,166.5,16,0,2,98
emp-53,217,206,8,0,2,112
emp-53,171,51,120,0,1,84
emp-53,207.5,204.5,0,0,1,112
emp-53,253,239,0,0,1,147
emp-53,238.5,165,0,0,1,175
emp-53,201,181.5,8,0,1,203
emp-53,254,237,8,0,1,238
emp-53,201,163,16,0,1,266
emp-53,257.5,233.5,8,0,1,301
emp-53,236.5,191,8,0,1,329
emp-53,227,200,0,0,1,357
emp-53,269,244,14,0,1,392
emp-53,160,0,160,0,0,0
emp-53,171.5,94.5,16,36,2,434
emp-53,191,184,0,184,1,28
emp-53,265,188.5,0,188.5,1,63
emp-53,196.5,185.5,0,185.5,1,91
emp-53,249,188.5,16,188.5,2,126
emp-53,200,160,0,160,2,154
emp-53,178.5,144,16,144,1,84
emp-53,82.5,80,0,80,1,98
emp-58,254,230,0,230,1,77
emp-58,220,220,0,220,2,98
emp-58,261,181,80,181,1,21
emp-58,236,228,8,228,1,63
emp-58,221,215,0,215,1,91
emp-58,285,253,16,253,1,126
emp-58,199,143,0,143,1,147
emp-58,160,80,0,80,3,7
emp-58,229,206,0,206,2,35
emp-58,160,120,40,120,1,63
emp-58,206,192,8,192,1,98
emp-58,160,144,16,144,1,126
emp-58,162,156,0,156,1,154
emp-58,216,160,40,160,1,189
emp-58,185,85,40,85,1,210
emp-58,193,167,16,167,2,224
emp-58,199,174,0,174,1,42
emp-58,239,209,0,209,1,77
emp-58,173,145,16,145,1,105
emp-58,229,193,16,193,1,140
emp-58,164,156,4,156,1,168
emp-58,160,120,40,120,1,196
emp-58,80,80,0,80,1,210
emp-60,161,145,0,145,1,28
emp-60,162,141,16,141,1,56
emp-60,206,190,8,190,1,91
emp-60,152,128,8,128,2,112
emp-60,152,152,0,152,1,49
emp-60,251.5,200,0,200,2,70
emp-60,192,136,0,136,1,42
emp-60,168,128,8,128,2,70
emp-60,203.5,192,8,192,1,105
emp-60,160,144,16,144,1,133
emp-60,212,199,8,199,1,168
emp-60,180,161,8,161,1,196
emp-60,190,173,0,173,1,224
emp-60,229.5,177.5,32,177.5,1,259
emp-60,202,174,24,174,1,287
emp-60,158,4,12,4,1,294
emp-60,170,80,0,80,1,7
emp-60,251.2000000477,200,0,200,1,42
emp-60,213.5,169,8,169,1,70
emp-60,285.5,210.5,16,210.5,1,105
emp-60,219.2999999523,174,0,174,1,133
emp-60,234,182,12,182,1,161
emp-60,91,41,40,41,1,168
emp-61,200,176,0,0,2,77
emp-61,212,178,16,178,2,14
emp-61,236,136,80,136,1,21
emp-61,225,182,8,182,1,63
emp-61,226,184,0,184,1,91
emp-61,307,230,0,230,1,126
emp-61,248,196,0,196,1,154
emp-61,258,246,0,246,2,182
emp-61,244,152,24,152,2,210
emp-61,189,131,8,0,1,14
emp-61,245,205,0,0,1,49
emp-61,219,181,8,0,1,77
emp-61,205,183,0,0,1,105
emp-61,249,166,56,0,1,140
